Age,90NJune,60NJune,30NJune,0 June,30SJune,60SJune,90SJune
-787,571.36,517.25,511.24,411.94,225.56,22.44,0
-788,573.66,519.22,513,413.24,226.17,22.41,0
-789,573.32,518.87,512.58,412.86,225.92,22.35,0
-790,570.41,516.27,510.07,410.86,224.86,22.27,0
-791,565.28,511.73,505.75,407.49,223.11,22.18,0
-792,558.49,505.75,500.12,403.13,220.87,22.08,0
-793,550.72,498.96,493.79,398.27,218.43,22.02,0
-794,542.77,492.05,487.43,393.43,216.04,22,0
-795,535.36,485.68,481.68,389.14,214,22.05,0
-796,529.14,480.43,477.1,385.84,212.53,22.19,0
-797,524.6,476.74,474.11,383.84,211.81,22.43,0
-798,522.02,474.86,472.95,383.36,211.94,22.78,0
-799,521.48,474.85,473.67,384.4,212.93,23.23,0
-800,522.82,476.56,476.11,386.85,214.7,23.78,0
-801,525.7,479.66,479.94,390.42,217.09,24.39,0
-802,529.62,483.7,484.67,394.7,219.86,25.03,0
-803,533.97,488.1,489.72,399.22,222.74,25.67,0
-804,538.12,492.27,494.48,403.45,225.42,26.25,0
-805,541.47,495.66,498.35,406.91,227.62,26.74,0
-806,543.56,497.83,500.9,409.22,229.12,27.09,0
-807,544.1,498.49,501.81,410.12,229.76,27.29,0
-808,543.02,497.58,501.02,409.55,229.51,27.31,0
-809,540.48,495.25,498.66,407.62,228.42,27.18,0
-810,536.84,491.83,495.08,404.61,226.66,26.91,0
-811,532.62,487.79,490.77,400.93,224.46,26.53,0
-812,528.41,483.69,486.29,397.04,222.09,26.07,0
-813,524.81,480.09,482.23,393.45,219.82,25.59,0
-814,522.36,477.5,479.1,390.57,217.92,25.12,0
-815,521.46,476.29,477.31,388.74,216.57,24.69,0
-816,522.36,476.69,477.09,388.17,215.91,24.31,0
-817,525.08,478.75,478.5,388.91,215.96,24.01,0
-818,529.46,482.31,481.41,390.87,216.68,23.78,0
-819,535.14,487.06,485.51,393.79,217.94,23.62,0
-820,541.6,492.54,490.36,397.34,219.56,23.51,0
-821,548.2,498.18,495.41,401.08,221.31,23.43,0
-822,554.27,503.38,500.08,404.54,222.94,23.36,0
-823,559.16,507.55,503.8,407.28,224.22,23.3,0
-824,562.33,510.21,506.1,408.94,224.94,23.22,0
-825,563.39,511.03,506.68,409.26,224.98,23.12,0
-826,562.2,509.86,505.39,408.14,224.29,22.98,0
-827,558.83,506.79,502.32,405.64,222.91,22.83,0
-828,553.62,502.11,497.75,402,220.94,22.66,0
-829,547.07,496.28,492.14,397.56,218.6,22.5,0
-830,539.86,489.89,486.05,392.81,216.13,22.36,0
-831,532.71,483.61,480.14,388.23,213.79,22.27,0
-832,526.34,478.07,475.03,384.34,211.86,22.25,0
-833,521.41,473.87,471.28,381.57,210.58,22.31,0
-834,518.41,471.44,469.33,380.29,210.13,22.49,0
-835,517.66,471.08,469.47,380.71,210.64,22.77,0
-836,519.27,472.87,471.76,382.89,212.12,23.17,0
-837,523.11,476.7,476.09,386.72,214.53,23.68,0
-838,528.83,482.24,482.12,391.93,217.7,24.26,0
-839,535.87,488.98,489.32,398.09,221.39,24.9,0
